Team,Name,R,HR,RBI,SB,AVG,Total Z-Score
NYY,Aaron Judge,3.039969082363108,2.781569107661653,2.8560363630210555,-0.04748921204804501,3.680192317641967,12.310277658639738
LAD,Shohei Ohtani,4.02275829851429,3.0723131061680338,1.0828652721763,1.6561862701755683,1.2224489897461095,11.056571936780301
CHC,Pete Crow-Armstrong,2.057179866211926,1.618593113636131,2.1740474819269187,2.3863329054142595,0.5954736509971673,8.831627018186403
CHC,Kyle Tucker,2.057179866211926,1.618593113636131,1.6284563770516094,2.3863329054142595,0.5703946374472096,8.260956899761135
ARI,Corbin Carroll,2.3379767851122635,2.4908251091552724,1.492058600832782,1.1694218466831072,0.5703946374472096,8.060676979230635
PHI,Kyle Schwarber,1.9167814067617568,3.0723131061680338,1.901251929489264,-0.04748921204804501,-0.056580701301733934,6.786276529069276
SDP,Fernando Tatis Jr.,1.9167814067617568,1.618593113636131,0.5372741673009905,0.9260396349368768,1.0218168813464477,6.020505203982203
CIN,Elly De La Cruz,1.2147891095109125,0.4556171196106087,1.3556608246139548,2.8730973289067205,-0.3324498503512691,5.566714532290927
SEA,Cal Raleigh,1.2147891095109125,2.781569107661653,1.3556608246139548,0.19589299969818544,-0.1568967555015649,5.391015285983141
KCR,Bobby Witt Jr.,0.7935937311604058,-0.4166148759085331,0.6736719435198179,2.8730973289067205,1.2475280032960672,5.171276130974478
ARI,Geraldo Perdomo,0.23199989335973026,-0.12587087740215247,1.901251929489264,1.6561862701755683,1.272607016846025,4.936174232468435
WSN,James Wood,0.9339921906105747,1.618593113636131,0.9464674959574726,0.6826574231906464,0.7459477322969125,4.927657955691737
LAD,Freddie Freeman,0.653195271710237,0.7463611181169892,1.492058600832782,-1.021018059032967,2.8275058569434037,4.698102788570445
NYM,Francisco Lindor,0.9339921906105747,1.0371051166233698,0.8100697197386453,1.1694218466831072,0.6957897051969969,4.646378578852694
BOS,Alex Bregman,1.2147891095109125,1.3278491151297505,1.6284563770516094,-0.7776358472867364,1.0468958948964053,4.440354649301941
CLE,Jose Ramirez,0.37239835280989914,0.7463611181169892,0.12808083864450842,1.8995684819217986,1.2224489897461095,4.368857781239305
BOS,Rafael Devers,1.0743906500607436,1.0371051166233698,2.1740474819269187,-0.7776358472867364,0.7961057593968279,4.304013160721123
LAD,Mookie Betts,2.3379767851122635,0.4556171196106087,0.9464674959574726,0.19589299969818544,0.29452548839767445,4.2304798887762045
DET,Spencer Torkelson,1.3551875689610813,1.618593113636131,2.1740474819269187,-0.7776358472867364,-0.1568967555015649,4.21329556173583
DET,Riley Greene,0.9339921906105747,1.618593113636131,1.492058600832782,-0.7776358472867364,0.7961057593968279,4.0631138171895795
CHC,Dansby Swanson,1.6359844878614191,1.0371051166233698,0.5372741673009905,0.6826574231906464,0.16913042064788575,4.062151615624312
CHC,Seiya Suzuki,0.512796812260068,1.618593113636131,2.7196385868022284,-0.7776358472867364,-0.056580701301733934,4.016811964109956
MIN,Byron Buxton,1.3551875689610813,1.0371051166233698,0.5372741673009905,0.9260396349368768,0.14405140709792802,3.999657894920246
PHI,Bryce Harper,0.7935937311604058,0.4556171196106087,1.0828652721763,0.9260396349368768,0.5202366103472942,3.7783523682314852
ARI,Eugenio Suarez,0.9339921906105747,2.2000811106488922,2.0376497057080916,-0.7776358472867364,-0.9092671620002964,3.4848199976805256
MIL,Brice Turang,1.6359844878614191,-0.7073588744149136,-0.417510266230801,2.142950693668029,0.8211847729467856,3.4752508138305194
SFG,Heliot Ramos,1.49558602841125,0.7463611181169892,0.40087639108216316,-0.29087142379427544,1.0218168813464477,3.373768995162575
NYM,Pete Alonso,0.653195271710237,0.7463611181169892,1.901251929489264,-1.021018059032967,0.9215008271466166,3.2012910874301395
NYY,Paul Goldschmidt,1.2147891095109125,-0.4166148759085331,0.2644786148633358,-0.29087142379427544,2.1002144639946305,2.87199588866607
SFG,Wilmer Flores,-0.04879702554060749,1.0371051166233698,2.583240810583401,-0.7776358472867364,0.04373535289809704,2.8376484072775234
MIA,Kyle Stowers,-0.04879702554060749,1.0371051166233698,0.9464674959574726,-0.534253635540506,1.3478440574958983,2.748366008995627
ATH,Tyler Soderstrom,0.653195271710237,1.0371051166233698,0.9464674959574726,-0.534253635540506,0.6205526645471251,2.723066913297698
PHI,Trea Turner,1.3551875689610813,-0.9981028729212942,-0.6903058186684558,1.6561862701755683,1.3227650439459404,2.6457301914928397
PIT,Oneil Cruz,0.23199989335973026,0.4556171196106087,-0.6903058186684558,3.3598617523991816,-0.859109134900381,2.4980638118006837
WSN,CJ Abrams,0.0916014339095614,0.4556171196106087,-0.6903058186684558,1.1694218466831072,1.4481601116957292,2.4744946932305507
ATH,Jacob Wilson,0.37239835280989914,-0.4166148759085331,0.40087639108216316,-0.04748921204804501,2.150372491094546,2.45954314703003
BOS,Jarren Duran,0.37239835280989914,-0.9981028729212942,0.8100697197386453,1.8995684819217986,0.24436746129775896,2.328301142846808
ARI,Josh Naylor,0.0916014339095614,-0.4166148759085331,0.8100697197386453,0.9260396349368768,0.8713428000467012,2.2824387127232515
BAL,Cedric Mullins,-0.04879702554060749,1.0371051166233698,1.0828652721763,0.6826574231906464,-0.48292393165101555,2.2709068547986933
SEA,Julio Rodriguez,1.2147891095109125,0.7463611181169892,0.6736719435198179,0.19589299969818544,-0.6083189994008036,2.2223961714451015
SFG,Jung Hoo Lee,0.9339921906105747,-0.12587087740215247,1.0828652721763,-0.29087142379427544,0.5202366103472942,2.1203517719377407
SDP,Manny Machado,1.2147891095109125,-0.9981028729212942,-0.417510266230801,0.6826574231906464,1.473239125245687,1.9550725187951505
BOS,Wilyer Abreu,0.0916014339095614,1.3278491151297505,0.5372741673009905,-0.04748921204804501,0.04373535289809704,1.9529708571903546
NYY,Cody Bellinger,0.37239835280989914,0.4556171196106087,0.8100697197386453,-0.04748921204804501,0.21928844774780124,1.8098844278589092
LAD,Andy Pages,-0.04879702554060749,0.7463611181169892,0.5372741673009905,0.19589299969818544,0.34468351549758997,1.775414775073148
KCR,Maikel Garcia,-0.610390863341283,-0.4166148759085331,-0.1447147137931463,1.4128040584293378,1.4983181387956448,1.7394017441820202
NYM,Juan Soto,1.3551875689610813,0.4556171196106087,-0.28111249001197364,0.4392752114444159,-0.30737083680131133,1.6615965732028208
MIL,Jackson Chourio,0.23199989335973026,0.16487312110422808,0.40087639108216316,1.1694218466831072,-0.35752886390122685,1.6096423883280018
HOU,Jeremy Pena,0.0916014339095614,-0.12587087740215247,-0.008316937574318931,0.4392752114444159,1.0468958948964053,1.4435847252739111
COL,Hunter Goodman,0.0916014339095614,0.16487312110422808,1.0828652721763,-0.7776358472867364,0.8211847729467856,1.3828887528501386
STL,Lars Nootbaar,1.0743906500607436,0.16487312110422808,0.2644786148633358,-0.04748921204804501,-0.10673872840164941,1.349514445578613
DET,Kerry Carpenter,0.653195271710237,1.0371051166233698,-0.1447147137931463,-0.7776358472867364,0.5703946374472096,1.3383444647009335
HOU,Isaac Paredes,0.23199989335973026,1.0371051166233698,0.6736719435198179,-1.021018059032967,0.3697625290475477,1.2915214235174985
ATL,Austin Riley,-0.04879702554060749,0.4556171196106087,0.6736719435198179,-0.534253635540506,0.6957897051969969,1.24202810724631
CLE,Steven Kwan,0.512796812260068,-0.7073588744149136,-0.8267035948872831,0.6826574231906464,1.5484761658955601,1.2098679320440777
LAA,Logan O'Hoppe,-0.7507893227914518,1.9093371121425116,0.6736719435198179,-1.021018059032967,0.3697625290475477,1.1809642028854583
CHC,Nico Hoerner,0.9339921906105747,-1.870334868440436,-0.1447147137931463,1.4128040584293378,0.7961057593968279,1.1278524262031582
PHI,Bryson Stott,0.23199989335973026,-0.7073588744149136,0.12808083864450842,1.1694218466831072,0.24436746129775896,1.066511165570191
LAA,Taylor Ward,0.37239835280989914,1.9093371121425116,0.8100697197386453,-1.021018059032967,-1.0346622297500851,1.0361248959080043
STL,Victor Scott II,0.23199989335973026,-1.2888468714276748,-0.6903058186684558,2.142950693668029,0.4951575967973364,0.8909554937289653
TEX,Wyatt Langford,-0.46999240389111413,0.7463611181169892,-0.417510266230801,1.1694218466831072,-0.18197576905152263,0.8463045256266586
NYY,Ben Rice,0.512796812260068,1.0371051166233698,-0.1447147137931463,-0.534253635540506,-0.08165971485169167,0.7892738646980939
ATH,Brent Rooker,0.7935937311604058,1.0371051166233698,-0.008316937574318931,-0.534253635540506,-0.5080029452009733,0.7801253294679773
STL,Brendan Donovan,0.512796812260068,-0.9981028729212942,-0.1447147137931463,-0.29087142379427544,1.6989502471953066,0.7780580489466588
SFG,Matt Chapman,0.37239835280989914,0.7463611181169892,0.2644786148633358,0.19589299969818544,-0.9594251891002119,0.6197058963881978
NYY,Anthony Volpe,0.0916014339095614,-0.12587087740215247,0.40087639108216316,0.6826574231906464,-0.4578449181010578,0.5914194526791607
ATL,Matt Olson,0.512796812260068,1.0371051166233698,0.40087639108216316,-1.021018059032967,-0.3826078774511846,0.5471523834814496
CHC,Michael Busch,-0.04879702554060749,0.16487312110422808,0.5372741673009905,-0.29087142379427544,0.09389337999801252,0.45637221906834813
MIL,Rhys Hoskins,-0.8911877822416208,0.16487312110422808,0.5372741673009905,-0.534253635540506,1.1221329355462786,0.3988388061693704
ATH,Shea Langeliers,-0.32959394444094525,0.7463611181169892,0.2644786148633358,-0.29087142379427544,-0.13181774195160717,0.25855662279349717
LAD,Will Smith,-1.0315862416917896,-0.7073588744149136,0.40087639108216316,-0.534253635540506,2.1002144639946305,0.22789210342958466
ATH,Lawrence Butler,-0.04879702554060749,0.16487312110422808,-0.28111249001197364,0.9260396349368768,-0.5832399858508458,0.17776325463767795
TOR,Vladimir Guerrero Jr.,0.653195271710237,-0.12587087740215247,-0.1447147137931463,-1.021018059032967,0.7961057593968279,0.15769738087879925
CIN,TJ Friedl,0.37239835280989914,-0.9981028729212942,-0.6903058186684558,0.9260396349368768,0.47007858324737867,0.08010787940440472
HOU,Jake Meyers,-0.18919548499077637,-0.9981028729212942,-0.9631013711061105,0.9260396349368768,1.272607016846025,0.048246922764720646
MIL,William Contreras,0.512796812260068,-0.7073588744149136,-0.008316937574318931,0.19589299969818544,-0.006422674201818446,-0.013408674232797547
STL,Willson Contreras,0.0916014339095614,-0.12587087740215247,0.6736719435198179,-0.534253635540506,-0.13181774195160717,-0.026668877464886387
PHI,Nick Castellanos,0.0916014339095614,-0.7073588744149136,0.5372741673009905,-0.7776358472867364,0.7710267458468701,-0.08509237464422792
WSN,Nathaniel Lowe,-0.46999240389111413,0.4556171196106087,1.492058600832782,-0.7776358472867364,-0.8089511078004655,-0.10890363853492524
TOR,George Springer,0.0916014339095614,-0.4166148759085331,-0.6903058186684558,0.6826574231906464,0.21928844774780124,-0.1133733897289799
MIN,Trevor Larnach,0.653195271710237,0.16487312110422808,-0.008316937574318931,-0.7776358472867364,-0.1568967555015649,-0.12478114754815528
TOR,Bo Bichette,-0.32959394444094525,-0.7073588744149136,0.12808083864450842,-0.04748921204804501,0.8211847729467856,-0.13517641931260993
DET,Gleyber Torres,-0.46999240389111413,-0.4166148759085331,0.12808083864450842,-0.04748921204804501,0.6456316780970829,-0.1603839751061008
TBR,Jonathan Aranda,-0.46999240389111413,-0.12587087740215247,0.12808083864450842,-1.021018059032967,1.272607016846025,-0.2161934848357001
SEA,Randy Arozarena,-0.32959394444094525,-0.12587087740215247,-0.28111249001197364,1.1694218466831072,-0.7838720942505077,-0.3510275594224719
TBR,Yandy Diaz,-0.7507893227914518,0.16487312110422808,0.5372741673009905,-0.29087142379427544,-0.03150168775177619,-0.3710151459322848
CHW,Luis Robert Jr.,-0.32959394444094525,-0.4166148759085331,-0.8267035948872831,3.116479540652951,-1.9375067175485632,-0.39393959213237384
NYY,Jasson Dominguez,0.23199989335973026,-0.12587087740215247,-0.1447147137931463,-0.04748921204804501,-0.35752886390122685,-0.4436037737848404
BOS,Trevor Story,-0.610390863341283,-0.12587087740215247,-0.28111249001197364,1.1694218466831072,-0.6835560400506768,-0.5315084241229788
MIL,Christian Yelich,-0.32959394444094525,0.16487312110422808,0.40087639108216316,0.9260396349368768,-1.7870326362488167,-0.6248374335664939
ATL,Marcell Ozuna,-0.18919548499077637,0.4556171196106087,-0.1447147137931463,-1.021018059032967,0.2694464748477167,-0.6298646633585643
WSN,Dylan Crews,0.0916014339095614,0.16487312110422808,-1.0994991473249378,1.6561862701755683,-1.486084473649324,-0.672922795784904
SFG,Mike Yastrzemski,-0.18919548499077637,-0.4166148759085331,-0.8267035948872831,0.19589299969818544,0.44499956969742094,-0.7916213863909862
BAL,Ryan O'Hearn,-0.610390863341283,0.16487312110422808,-0.9631013711061105,-0.7776358472867364,1.272607016846025,-0.9136479437838767
CHC,Ian Happ,0.9339921906105747,-0.9981028729212942,-0.417510266230801,-0.534253635540506,0.09389337999801252,-0.921981204084014
ARI,Lourdes Gurriel Jr.,-0.610390863341283,0.4556171196106087,0.8100697197386453,-0.7776358472867364,-0.8089511078004655,-0.931290979079231
TEX,Josh Jung,-1.0315862416917896,0.16487312110422808,-0.5539080424496283,-0.29087142379427544,0.7459477322969125,-0.965544854534553
MIL,Sal Frelick,-0.46999240389111413,-0.9981028729212942,-1.2358969235437651,1.1694218466831072,0.4951575967973364,-1.0394127568757296
CLE,Carlos Santana,0.0916014339095614,-0.12587087740215247,0.12808083864450842,-0.534253635540506,-0.6083189994008036,-1.0487612397893922
TBR,Brandon Lowe,-0.46999240389111413,0.4556171196106087,0.2644786148633358,-0.534253635540506,-0.7838720942505077,-1.0680223992081834
CLE,Kyle Manzardo,-0.7507893227914518,1.0371051166233698,0.40087639108216316,-0.7776358472867364,-0.9845042026501697,-1.0749478650228248
DET,Zach McKinstry,0.512796812260068,-1.2888468714276748,-0.8267035948872831,-0.29087142379427544,0.7208687187469547,-1.1727563591022108
SFG,Willy Adames,0.7935937311604058,-0.4166148759085331,-0.008316937574318931,-0.534253635540506,-1.0346622297500851,-1.2002539476130374
BAL,Gunnar Henderson,-0.04879702554060749,0.16487312110422808,-1.3722946997625924,-0.04748921204804501,0.04373535289809704,-1.2599724633489198
SDP,Xander Bogaerts,-0.46999240389111413,-0.9981028729212942,-0.417510266230801,0.9260396349368768,-0.3324498503512691,-1.2920157584576015
STL,Masyn Winn,0.512796812260068,-0.4166148759085331,-0.9631013711061105,-0.534253635540506,0.09389337999801252,-1.307279690297069
SDP,Gavin Sheets,-0.8911877822416208,-0.12587087740215247,-0.008316937574318931,-0.7776358472867364,0.4951575967973364,-1.307853847707492
KCR,Vinnie Pasquantino,-0.8911877822416208,0.4556171196106087,0.8100697197386453,-1.021018059032967,-0.6835560400506768,-1.3300750419760106
DET,Trey Sweeney,0.23199989335973026,-0.7073588744149136,-0.008316937574318931,-0.534253635540506,-0.3324498503512691,-1.3503794045212774
BOS,Ceddanne Rafaela,0.37239835280989914,-1.2888468714276748,-0.6903058186684558,0.6826574231906464,-0.5080029452009733,-1.4320998592965584
NYM,Brandon Nimmo,-0.610390863341283,0.4556171196106087,0.5372741673009905,-0.7776358472867364,-1.0597412433000428,-1.454876667016463
TBR,Junior Caminero,-0.610390863341283,0.4556171196106087,-0.417510266230801,-0.29087142379427544,-0.6333980129507613,-1.496553446706512
ATL,Ozzie Albies,0.23199989335973026,-0.4166148759085331,-0.8267035948872831,0.19589299969818544,-0.7587930807005501,-1.5742186584384505
CIN,Matt McLain,-0.04879702554060749,-0.12587087740215247,-0.8267035948872831,1.4128040584293378,-2.0879807988483097,-1.6765482382490149
SEA,J.P. Crawford,-0.32959394444094525,-0.7073588744149136,-0.5539080424496283,-0.534253635540506,0.34468351549758997,-1.7804309813484032
NYY,Austin Wells,-1.0315862416917896,0.4556171196106087,0.6736719435198179,-0.534253635540506,-1.3857684194494928,-1.8223192335513618
TEX,Adolis Garcia,-1.1719847011419584,-0.12587087740215247,0.12808083864450842,0.19589299969818544,-0.9343461755502542,-1.908227915751671
BAL,Jackson Holliday,-1.0315862416917896,-0.12587087740215247,-0.5539080424496283,-0.534253635540506,0.3196045019476322,-1.9260142951364443
STL,Nolan Arenado,-0.18919548499077637,-0.4166148759085331,-0.28111249001197364,-0.7776358472867364,-0.3324498503512691,-1.9970085485492888
TEX,Josh Smith,-0.610390863341283,-0.7073588744149136,-1.6450902522002473,0.19589299969818544,0.7208687187469547,-2.0460782715113037
WSN,Luis Garcia Jr.,-0.46999240389111413,-0.7073588744149136,-0.6903058186684558,0.4392752114444159,-0.6333980129507613,-2.061779898480829
SDP,Luis Arraez,-0.610390863341283,-0.9981028729212942,-1.0994991473249378,-0.534253635540506,1.1472119490962362,-2.095034570031785
ATL,Michael Harris II,-1.593180079492465,-0.9981028729212942,0.5372741673009905,0.6826574231906464,-0.7838720942505077,-2.15522345617263
CHW,Miguel Vargas,-0.46999240389111413,-0.12587087740215247,-0.28111249001197364,-0.7776358472867364,-0.5330819587509303,-2.187693577342907
LAA,Nolan Schanuel,0.23199989335973026,-0.9981028729212942,-1.2358969235437651,-0.7776358472867364,0.5453156238972519,-2.234320126494813
PHI,J.T. Realmuto,-0.8911877822416208,-0.4166148759085331,-0.5539080424496283,-0.04748921204804501,-0.3826078774511846,-2.291807790099012
CLE,Gabriel Arias,-0.32959394444094525,-0.7073588744149136,-0.417510266230801,-0.534253635540506,-0.30737083680131133,-2.2960875574284776
PIT,Bryan Reynolds,-0.7507893227914518,-0.12587087740215247,0.12808083864450842,-0.29087142379427544,-1.3105313787996196,-2.3499821641429905
MIA,Xavier Edwards,-0.7507893227914518,-1.870334868440436,-1.6450902522002473,1.6561862701755683,0.19420943419784348,-2.415818739058724
MIN,Ty France,-0.7507893227914518,-0.9981028729212942,0.12808083864450842,-0.7776358472867364,-0.056580701301733934,-2.4550279056567077
ATH,JJ Bleday,0.37239835280989914,-0.12587087740215247,-0.6903058186684558,-0.7776358472867364,-1.3356103923495775,-2.5570245828970233
CIN,Gavin Lux,-0.8911877822416208,-1.5795908699340553,-0.417510266230801,-0.7776358472867364,0.9215008271466166,-2.744423938546597
PHI,Alec Bohm,-0.7507893227914518,-0.9981028729212942,-0.6903058186684558,-0.7776358472867364,0.19420943419784348,-3.022624427470095
HOU,Jose Altuve,-0.610390863341283,-0.7073588744149136,-1.2358969235437651,-0.04748921204804501,-0.4327659045511001,-3.033901777899107
NYM,Mark Vientos,-0.32959394444094525,-0.4166148759085331,-0.6903058186684558,-1.021018059032967,-0.5832399858508458,-3.040772683901747
BOS,Kristian Campbell,-0.610390863341283,-0.4166148759085331,-1.0994991473249378,-0.534253635540506,-0.6083189994008036,-3.2690775215160635
WSN,Keibert Ruiz,-1.0315862416917896,-1.2888468714276748,-0.6903058186684558,-1.021018059032967,0.6205526645471251,-3.4112043262737624
COL,Brenton Doyle,-1.1719847011419584,-0.7073588744149136,-0.6903058186684558,0.19589299969818544,-1.1098992703999584,-3.4836556649271007
LAA,Jorge Soler,-0.8911877822416208,-0.12587087740215247,-0.6903058186684558,-1.021018059032967,-0.7838720942505077,-3.5122546315957033
PHI,Max Kepler,-0.46999240389111413,-0.4166148759085331,-0.9631013711061105,-1.021018059032967,-0.658477026500719,-3.5292037364394435
HOU,Yainer Diaz,-1.1719847011419584,-0.4166148759085331,-0.1447147137931463,-1.021018059032967,-0.7838720942505077,-3.5382044441271123
CIN,Spencer Steer,-0.18919548499077637,-0.7073588744149136,-1.50869247598142,-0.29087142379427544,-1.0597412433000428,-3.755859502481428
COL,Michael Toglia,-1.3123831605921275,-0.12587087740215247,-0.5539080424496283,-0.534253635540506,-1.2603733516997049,-3.786789067684119
CHW,Lenyn Sosa,-1.4527816200422963,-0.7073588744149136,-1.3722946997625924,-0.7776358472867364,0.41992055614746315,-3.8901504853590763
COL,Ryan McMahon,-0.32959394444094525,-0.12587087740215247,-1.50869247598142,-0.7776358472867364,-1.2352943381497472,-3.977087483261001
HOU,Christian Walker,-0.610390863341283,-0.4166148759085331,-0.5539080424496283,-1.021018059032967,-1.4108474329994507,-4.012779273731862
MIA,Eric Wagaman,-0.610390863341283,-0.9981028729212942,-1.50869247598142,-0.7776358472867364,-0.3324498503512691,-4.227271909882003
PIT,Ke'Bryan Hayes,-1.593180079492465,-1.5795908699340553,-1.0994991473249378,0.19589299969818544,-0.20705478260148039,-4.283431879654754
TOR,Alejandro Kirk,-2.1547739172931406,-0.9981028729212942,-0.6903058186684558,-1.021018059032967,0.5453156238972519,-4.3188850440186055
BAL,Adley Rutschman,-0.610390863341283,-0.4166148759085331,-1.2358969235437651,-1.021018059032967,-1.0597412433000428,-4.343661965126591
KCR,Salvador Perez,-1.873976998392803,-0.9981028729212942,-0.008316937574318931,-1.021018059032967,-0.8089511078004655,-4.710365975721849
PIT,Andrew McCutchen,-1.593180079492465,-0.9981028729212942,-1.2358969235437651,-0.7776358472867364,-0.30737083680131133,-4.912186560045573
TOR,Anthony Santander,-1.4527816200422963,-0.12587087740215247,-0.6903058186684558,-1.021018059032967,-1.6867165820489858,-4.976692957194857
BAL,Ryan Mountcastle,-0.8911877822416208,-1.2888468714276748,-1.2358969235437651,-1.021018059032967,-0.6333980129507613,-5.070347649196789
LAD,Max Muncy,-1.7335785389426341,-0.9981028729212942,-0.5539080424496283,-0.7776358472867364,-1.2603733516997049,-5.323598653299998
MIN,Carlos Correa,-1.3123831605921275,-1.2888468714276748,-1.3722946997625924,-1.021018059032967,-0.48292393165101555,-5.477466722466377
KCR,Jonathan India,-0.8911877822416208,-1.5795908699340553,-1.50869247598142,-1.021018059032967,-0.5330819587509303,-5.533571145940994
CHW,Andrew Vaughn,-2.014375457842972,-0.4166148759085331,-0.5539080424496283,-1.021018059032967,-1.661637568499028,-5.6675540037331285
TEX,Marcus Semien,-1.4527816200422963,-0.9981028729212942,-0.8267035948872831,-0.534253635540506,-1.9375067175485632,-5.749348440939943
WSN,Josh Bell,-1.3123831605921275,-0.12587087740215247,-1.0994991473249378,-1.021018059032967,-2.514324029197591,-6.073095273549775
LAA,Luis Rengifo,-1.3123831605921275,-1.5795908699340553,-1.7814880284190746,-0.7776358472867364,-0.859109134900381,-6.310207041132374
KCR,Michael Massey,-2.014375457842972,-1.2888468714276748,-1.2358969235437651,-0.7776358472867364,-1.2102153245997893,-6.526970424700937
LAD,Michael Conforto,-0.32959394444094525,-1.2888468714276748,-2.327079133294384,-0.7776358472867364,-2.288612907247971,-7.011768703697712
MIL,Joey Ortiz,-1.1719847011419584,-1.5795908699340553,-2.327079133294384,-0.04748921204804501,-2.1381388259482246,-7.264282742366667
